"Title"	"Creator"	"Date Original"	"Subset(Note)"	"Header"	"Sport"	"Gender"	"Topical Subject"	"Geographic Subject"	"Chronological Subject"	"Source"	"Type(IMT)"	"Type(DCMITYPE)"	"Type(AAT)"	"Digital Collection"	"Contributing Institution"	"Archival Collection"	"Collection Identifier"	"Barcode"	"Rights Management"	"Contact Information"	"Sublocation"	"SportsSeasonURI"	"SportsEventID"	"Series"	"Corporate Name Subject"	"Date Digital"	"Latitude"	"Longitude"	"Personal name"	"Collection Guide"	"Folder"	"Folder name"	"Category"	"Image Height"	"Image Width"	"Duration"	"Digitization Specifications"	"Image Number"	"Object File Name"
"Football – ca. 1973 / Football Action / CMP tray [1]_063"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_063.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_064"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_064.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_065"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_065.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_066"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_066.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_067"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_067.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_068"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_068.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_069"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_069.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_070"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_070.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_071"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_071.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_072"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_072.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_073"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_073.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_074"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_074.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_075"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_075.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_076"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_076.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_077"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_077.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_078"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_078.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_079"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_079.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_080"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_080.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_081"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_081.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_082"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_082.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_083"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_083.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_084"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_084.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_085"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_085.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_086"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_086.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_087"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_087.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_088"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_088.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_089"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_089.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_090"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_090.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_091"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_091.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_092"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_092.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_093"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_093.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_094"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_094.tif"
