"Title"	"Creator"	"Date Original"	"Subset(Note)"	"Header"	"Sport"	"Gender"	"Topical Subject"	"Geographic Subject"	"Chronological Subject"	"Source"	"Type(IMT)"	"Type(DCMITYPE)"	"Type(AAT)"	"Digital Collection"	"Contributing Institution"	"Archival Collection"	"Collection Identifier"	"Barcode"	"Rights Management"	"Contact Information"	"Sublocation"	"SportsSeasonURI"	"SportsEventID"	"Series"	"Corporate Name Subject"	"Date Digital"	"Latitude"	"Longitude"	"Personal name"	"Collection Guide"	"Folder"	"Folder name"	"Category"	"Image Height"	"Image Width"	"Duration"	"Digitization Specifications"	"Image Number"	"Object File Name"
"Football – ca. 1973 / Football Action / CMP tray [1]_031"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_031.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_032"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_032.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_033"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_033.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_034"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_034.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_035"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_035.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_036"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_036.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_037"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_037.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_038"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_038.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_039"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_039.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_040"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_040.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_041"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_041.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_042"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_042.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_043"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_043.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_044"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_044.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_045"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_045.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_046"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_046.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_047"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_047.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_048"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_048.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_049"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_049.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_050"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_050.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_051"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_051.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_052"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_052.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_053"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_053.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_054"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_054.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_055"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_055.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_056"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_056.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_057"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_057.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_058"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_058.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_059"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_059.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_060"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_060.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_061"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_061.tif"
"Football – ca. 1973 / Football Action / CMP tray [1]_062"	"The University of Iowa; The Crowley Company"	"1973"	"Case 1-Tray 1-Slide 001-128"	"Football – ca. 1973 / Football Action / CMP tray [1]"	"Football"	"Men's"	"Football"	""	"1970-1980"	"Color slides"	"image/tiff"	"Still image"	"Photographs"	"Hawkeyes Athletic Slides"	"University of Iowa. Libraries. University Archives"	"Center for Media Production Photographic Service Slide Collection"	"RG30_0002_009"	"31858045760315"	"Copyright © The University of Iowa 2015.  All rights reserved."	"Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/"	"1973 Iowa Hawkeyes Football Season"	"http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team"	"1500300002S1973"	""	"University of Iowa"	"2015-12-09"	""	""	""	""	""	""	""	""	""	""	""	""	"31858045760315_062.tif"
