Title,Creator,Date Original,Subset(Note),Header,Sport,Gender,Topical Subject,Geographic Subject,Chronological Subject,Source,Type(IMT),Type(DCMITYPE),Type(AAT),Digital Collection,Contributing Institution,Archival Collection,Collection Identifier,Barcode,Rights Management,Contact Information,Sublocation,SportsSeasonURI,SportsEventID,Series,Corporate Name Subject,Date Digital,Latitude,Longitude,Personal name,Collection Guide,Folder,Folder name,Category,Image Height,Image Width,Duration,Digitization Specifications,Image Number,Object File Name,Box Barcode,Case / Tray,Sub-set
"Football – ca. 1988 / CMP tray 3 / Colorado / Sep. 17, 1988 [2]",The University of Iowa; The Crowley Company,1988-09-17,,"Football – ca. 1988 / CMP tray 3 / Colorado / Sep. 17, 1988 [2]",Football,Men's,Football,,1980-1990,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045761024,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1988 Iowa Hawkeyes Football Team,http://dbpedia.org/resource/1988_Iowa_Hawkeyes_football_team,150030002S1988G3,1988 Iowa Hawkeyes Football Team,University of Iowa,2015-12-18,,,,,,,,,,,,,,31858045761024,16 / 4,001-077
"Football – ca. 1988 / CMP tray 4 / Iowa State / Sep. 24, 1988",The University of Iowa; The Crowley Company,1998-09-24,,"Football – ca. 1988 / CMP tray 4 / Iowa State / Sep. 24, 1988",Football,Men's,Football,,1980-1990,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045761024,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1988 Iowa Hawkeyes Football Team,http://dbpedia.org/resource/1988_Iowa_Hawkeyes_football_team,150030002S1988G4,1988 Iowa Hawkeyes Football Team,University of Iowa,2015-12-18,,,,,,,,,,,,,,31858045761024,16 / 4,078-191
"Football – ca. 1988 / CMP tray 5 / Michigan State / Oct. 1, 1988",The University of Iowa; The Crowley Company,1988-10-01,,"Football – ca. 1988 / CMP tray 5 / Michigan State / Oct. 1, 1988",Football,Men's,Football,,1980-1990,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045761032,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1988 Iowa Hawkeyes Football Team,http://dbpedia.org/resource/1988_Iowa_Hawkeyes_football_team,150030002S1988G5,1988 Iowa Hawkeyes Football Team,University of Iowa,2015-12-18,,,,,,,,,,,,,,31858045761032,16 / 5,001-104
"Football – ca. 1988 / CMP tray 6 / Wisconsin / Oct. 8, 1988 [1]",The University of Iowa; The Crowley Company,1988-10-08,,"Football – ca. 1988 / CMP tray 6 / Wisconsin / Oct. 8, 1988 [1]",Football,Men's,Football,,1980-1990,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045761032,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1988 Iowa Hawkeyes Football Team,http://dbpedia.org/resource/1988_Iowa_Hawkeyes_football_team,150030002S1988G6,1988 Iowa Hawkeyes Football Team,University of Iowa,2015-12-18,,,,,,,,,,,,,,31858045761032,16 / 5,105-196
"Football – ca. 1988 / CMP tray 6 / Wisconsin / Oct. 8, 1988 [2]",The University of Iowa; The Crowley Company,1988-10-08,,"Football – ca. 1988 / CMP tray 6 / Wisconsin / Oct. 8, 1988 [2]",Football,Men's,Football,,1980-1990,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045761081,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1988 Iowa Hawkeyes Football Team,http://dbpedia.org/resource/1988_Iowa_Hawkeyes_football_team,150030002S1988G6,1988 Iowa Hawkeyes Football Team,University of Iowa,2015-12-18,,,,,,,,,,,,,,31858045761081,16 / 6,001-028
"Football – ca. 1988 / CMP tray 7 / Michigan / Oct. 15, 1988",The University of Iowa; The Crowley Company,1988-10-15,,"Football – ca. 1988 / CMP tray 7 / Michigan / Oct. 15, 1988",Football,Men's,Football,,1980-1990,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045761081,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1988 Iowa Hawkeyes Football Team,http://dbpedia.org/resource/1988_Iowa_Hawkeyes_football_team,150030002S1988G7,1988 Iowa Hawkeyes Football Team,University of Iowa,2015-12-18,,,,,,,,,,,,,,31858045761081,16 / 6,029-155
"Football – ca. 1988 / CMP tray 8 / Purdue / Oct. 22, 1988 [1]",The University of Iowa; The Crowley Company,1988-10-22,,"Football – ca. 1988 / CMP tray 8 / Purdue / Oct. 22, 1988 [1]",Football,Men's,Football,,1980-1990,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045761081,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1988 Iowa Hawkeyes Football Team,http://dbpedia.org/resource/1988_Iowa_Hawkeyes_football_team,150030002S1988G8,1988 Iowa Hawkeyes Football Team,University of Iowa,2015-12-18,,,,,,,,,,,,,,31858045761081,16 / 6,156-197
"Football – ca. 1988 / CMP tray 10 / Northwestern / Nov. 5, 1988 [1]",The University of Iowa; The Crowley Company,1998-11-05,,"Football – ca. 1988 / CMP tray 10 / Northwestern / Nov. 5, 1988",Football,Men's,Football,,1980-1990,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045761073,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1988 Iowa Hawkeyes Football Team,http://dbpedia.org/resource/1988_Iowa_Hawkeyes_football_team,150030002S1988G10,1988 Iowa Hawkeyes Football Team,University of Iowa,2015-12-19,,,,,,,,,,,,,,31858045761073,17 / 1,130-207
"Basketball, ca. 1989/90 / CMP Tray # 14 / Special FX / Purdue, Mar 1, 1990 / Illinois, Mar 4, 1990 ",The University of Iowa; The Crowley Company,1990-03,,"Basketball, ca. 1989/90 / CMP Tray # 14 / Special FX / Purdue, Mar 1, 1990 / Illinois, Mar 4, 1990",Men's Basketball,Men's,Basketball,,1980-1990,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045762717,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,Men's Iowa Hawkeyes Basketball Season,,,,University of Iowa,,,,,,,,,,,,,,,31858045762717,38/1,001-030
"Basketball, ca. 1990/91 / Preliminaries / Portraits in Jerseys",The University of Iowa; The Crowley Company,1990/1991,,"Basketball, ca. 1990/91 / Preliminaries / Portraits in Jerseys",Men's Basketball,Men's,Basketball,,1990-2000,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045762717,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,Men's Iowa Hawkeyes Basketball Season,,,,University of Iowa,,,,,,,,,,,,,,,31858045762717,38/1,031-051
"Basketball, ca. 1990/91 / Preliminaries / 10/90 – Team / Extras",The University of Iowa; The Crowley Company,1990-10,,"Basketball, ca. 1990/91 / Preliminaries / 10/90 – Team / Extras",Men's Basketball,Men's,Basketball,,1990-2000,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045762717,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,Men's Iowa Hawkeyes Basketball Season,,,,University of Iowa,,,,,,,,,,,,,,,31858045762717,38/1,052-076
"Basketball, ca. 1990/91 / CMP Tray # 1 / Czech. – AIA / Temple, Nov 14, 1990",The University of Iowa; The Crowley Company,1990-11-14,,"Basketball, ca. 1990/91 / CMP Tray # 1 / Czech. – AIA / Temple, Nov 14, 1990",Men's Basketball,Men's,Basketball,,1990-2000,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045762717,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,Men's Iowa Hawkeyes Basketball Season,,,,University of Iowa,,,,,,,,,,,,,,,31858045762717,38/1,077-216
"Basketball, ca. 1990/91 / CMP Tray # 2 / Amana-Hawkeye Classic / Colgate, Nov 30, 1990 / Creighton, Dec 1, 1990",The University of Iowa; The Crowley Company,1990-11-30/1990-12-1,,"Basketball, ca. 1990/91 / CMP Tray # 2 / Amana-Hawkeye Classic / Colgate, Nov 30, 1990 / Creighton, Dec 1, 1990",Men's Basketball,Men's,Basketball,,1990-2000,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045762709,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,Men's Iowa Hawkeyes Basketball Season,,,,University of Iowa,,,,,,,,,,,,,,,31858045762709,38/2,001-076
"Basketball, ca. 1990/91 / CMP Tray # 3 / UNI, Dec 4, 1990 / Iowa State, Dec 8, 1990",The University of Iowa; The Crowley Company,1990-12-08,,"Basketball, ca. 1990/91 / CMP Tray # 3 / UNI, Dec 4, 1990 / Iowa State, Dec 8, 1990",Men's Basketball,Men's,Basketball,,1990-2000,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045762709,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,Men's Iowa Hawkeyes Basketball Season,,,,University of Iowa,,,,,,,,,,,,,,,31858045762709,38/2,077-169
"Basketball, ca. 1990/91 / CMP Tray # 4 / Maryland-Baltimore County, Dec 15, 1990 / Chicago State, Dec 18, 1990 [1]",The University of Iowa; The Crowley Company,1990-12,,"Basketball, ca. 1990/91 / CMP Tray # 4 / Maryland-Baltimore County, Dec 15, 1990 / Chicago State, Dec 18, 1990 [1]",Men's Basketball,Men's,Basketball,,1990-2000,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045762709,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,Men's Iowa Hawkeyes Basketball Season,,,,University of Iowa,,,,,,,,,,,,,,,31858045762709,38/2,170-222
"Basketball, ca. 1990/91 / CMP Tray # 4 / Maryland-Baltimore County, Dec 15, 1990 / Chicago State, Dec 18, 1990 [2]",The University of Iowa; The Crowley Company,1990-12,,"Basketball, ca. 1990/91 / CMP Tray # 4 / Maryland-Baltimore County, Dec 15, 1990 / Chicago State, Dec 18, 1990 [2]",Men's Basketball,Men's,Basketball,,1990-2000,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045763335,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,Men's Iowa Hawkeyes Basketball Season,,,,University of Iowa,,,,,,,,,,,,,,,31858045763335,38/3,001-027
"Basketball, ca. 1990/91 / CMP Tray # 5 / UCLA, Dec 22, 1990 / Michigan State,  / Jan 5, 1991",The University of Iowa; The Crowley Company,1990-12/1991-01,,"Basketball, ca. 1990/91 / CMP Tray # 5 / UCLA, Dec 22, 1990 / Michigan State,  / Jan 5, 1991",Men's Basketball,Men's,Basketball,,1990-2000,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045763335,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,Men's Iowa Hawkeyes Basketball Season,,,,University of Iowa,,,,,,,,,,,,,,,31858045763335,38/3,028-134
"Basketball, ca. 1990/91 / CMP Tray # 6 / Michigan, Jan 10, 1991 / Minnesota, Jan 12, 1991 [1]",The University of Iowa; The Crowley Company,1991-01-10/1991-01-12,,"Basketball, ca. 1990/91 / CMP Tray # 6 / Michigan, Jan 10, 1991 / Minnesota, Jan 12, 1991 [1]",Men's Basketball,Men's,Basketball,,1990-2000,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045763335,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,Men's Iowa Hawkeyes Basketball Season,,,,University of Iowa,,,,,,,,,,,,,,,31858045763335,38/3,135-208
"Basketball, ca. 1990/91 / CMP Tray # 6 / Michigan, Jan 10, 1991 / Minnesota, Jan 12, 1991 [2]",The University of Iowa; The Crowley Company,1991-01-10/1991-01-12,,"Basketball, ca. 1990/91 / CMP Tray # 6 / Michigan, Jan 10, 1991 / Minnesota, Jan 12, 1991 [2]",Men's Basketball,Men's,Basketball,,1990-2000,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045763343,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,Men's Iowa Hawkeyes Basketball Season,,,,University of Iowa,,,,,,,,,,,,,,,31858045763343,38/4,001-043
"Basketball, ca. 1990/91 / CMP Tray # 7 / Wisconsin, Jan 17, 1991 / Indiana, Jan 19, 1991 / Illinois, Jan 28, 1991 / Purdue, Jan 31, 1991",The University of Iowa; The Crowley Company,1991-01,,"Basketball, ca. 1990/91 / CMP Tray # 7 / Wisconsin, Jan 17, 1991 / Indiana, Jan 19, 1991 / Illinois, Jan 28, 1991 / Purdue, Jan 31, 1991",Men's Basketball,Men's,Basketball,,1990-2000,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045763343,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,Men's Iowa Hawkeyes Basketball Season,,,,University of Iowa,,,,,,,,,,,,,,,31858045763343,38/4,044-177
"Basketball, ca. 1990/91 / CMP Tray # 8 / Northwestern, Feb 2, 1991 / Michigan, Feb 9, 1991",The University of Iowa; The Crowley Company,1991-02-02/1991-02-09,,"Basketball, ca. 1990/91 / CMP Tray # 8 / Northwestern, Feb 2, 1991 / Michigan, Feb 9, 1991",Men's Basketball,Men's,Basketball,,1990-2000,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045763350,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,Men's Iowa Hawkeyes Basketball Season,,,,University of Iowa,,,,,,,,,,,,,,,31858045763350,38/5,001-120
"Basketball, ca. 1990/91 / CMP Tray # 9 / Minnesota, Feb 14, 1991 [1]",The University of Iowa; The Crowley Company,1991-02-14,,"Basketball, ca. 1990/91 / CMP Tray # 9 / Minnesota, Feb 14, 1991 [1]",Men's Basketball,Men's,Basketball,,1990-2000,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045763350,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,Men's Iowa Hawkeyes Basketball Season,,,,University of Iowa,,,,,,,,,,,,,,,31858045763350,38/5,121-206
"Basketball, ca. 1990/91 / CMP Tray # 9 / Minnesota, Feb 14, 1991 [2]",The University of Iowa; The Crowley Company,1991-02-14,,"Basketball, ca. 1990/91 / CMP Tray # 9 / Minnesota, Feb 14, 1991 [2]",Men's Basketball,Men's,Basketball,,1990-2000,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045763368,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,Men's Iowa Hawkeyes Basketball Season,,,,University of Iowa,,,,,,,,,,,,,,,31858045763368,38/6,001-047
"Basketball, ca. 1990/91 / CMP Tray # 10 / Wisconsin, Feb 16, 1991",The University of Iowa; The Crowley Company,1991-02-16,,"Basketball, ca. 1990/91 / CMP Tray # 10 / Wisconsin, Feb 16, 1991",Men's Basketball,Men's,Basketball,,1990-2000,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045763368,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,Men's Iowa Hawkeyes Basketball Season,,,,University of Iowa,,,,,,,,,,,,,,,31858045763368,38/6,048-120
"Basketball, ca. 1990/91 / CMP Tray # 11 / Illinois, Feb 23, 1991",The University of Iowa; The Crowley Company,1991-02-23,,"Basketball, ca. 1990/91 / CMP Tray # 11 / Illinois, Feb 23, 1991",Men's Basketball,Men's,Basketball,,1990-2000,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045763368,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,Men's Iowa Hawkeyes Basketball Season,,,,University of Iowa,,,,,,,,,,,,,,,31858045763368,38/6,121-216
"Basketball, ca. 1990/91 / CMP Tray # 12 / Purdue, Mar 2, 1991",The University of Iowa; The Crowley Company,1991-03-02,,"Basketball, ca. 1990/91 / CMP Tray # 12 / Purdue, Mar 2, 1991",Men's Basketball,Men's,Basketball,,1990-2000,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045763376,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,Men's Iowa Hawkeyes Basketball Season,,,,University of Iowa,,,,,,,,,,,,,,,31858045763376,39/1,001-078
"Basketball, ca. 1990/91 / CMP Tray # 13 / Ohio State / Jan 3 & Mar 9, 1991",The University of Iowa; The Crowley Company,1991,,"Basketball, ca. 1990/91 / CMP Tray # 13 / Ohio State / Jan 3 & Mar 9, 1991",Men's Basketball,Men's,Basketball,,1990-2000,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045763376,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,Men's Iowa Hawkeyes Basketball Season,,,,University of Iowa,,,,,,,,,,,,,,,31858045763376,39/1,079-156
"Basketball, ca. 1990/91 / CMP Tray # 14 / NCAA / East Tennessee State, Mar 14, 1991 / Duke, Mar 16, 1991 [1]",The University of Iowa; The Crowley Company,1991-03-14/1991-03-16,,"Basketball, ca. 1990/91 / CMP Tray # 14 / NCAA / East Tennessee State, Mar 14, 1991 / Duke, Mar 16, 1991 [1]",Men's Basketball,Men's,Basketball,,1990-2000,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045763376,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,Men's Iowa Hawkeyes Basketball Season,,,,University of Iowa,,,,,,,,,,,,,,,31858045763376,39/1,157-204
"Basketball, ca. 1990/91 / CMP Tray # 14 / NCAA / East Tennessee State, Mar 14, 1991 / Duke, Mar 16, 1991 [2]",The University of Iowa; The Crowley Company,1991-03-14/1991-03-16,,"Basketball, ca. 1990/91 / CMP Tray # 14 / NCAA / East Tennessee State, Mar 14, 1991 / Duke, Mar 16, 1991 [2]",Men's Basketball,Men's,Basketball,,1990-2000,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045763384,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,Men's Iowa Hawkeyes Basketball Season,,,,University of Iowa,,,,,,,,,,,,,,,31858045763384,39/2,001-056
"Basketball, ca. 1990/91 / 6/5/91 / Stockton Clinic / 1st Event for Ben Hogan Tournament",The University of Iowa; The Crowley Company,1991-06-05,,"Basketball, ca. 1990/91 / 6/5/91 / Stockton Clinic / 1st Event for Ben Hogan Tournament",Men's Basketball,Men's,Basketball,,1990-2000,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045763384,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,Men's Iowa Hawkeyes Basketball Season,,,,University of Iowa,,,,,,,,,,,,,,,31858045763384,39/2,057-082
"Basketball, ca. 1991/92 / 6/7/91 / Bowlsby News Conference w/Rawlings",The University of Iowa; The Crowley Company,1991-0607,,"Basketball, ca. 1991/92 / 6/7/91 / Bowlsby News Conference w/Rawlings",Men's Basketball,Men's,Basketball,,1990-2000,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045763384,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,Men's Iowa Hawkeyes Basketball Season,,,,University of Iowa,,,,,,,,,,,,,,,31858045763384,39/2,083-102
"Basketball, ca. 1991/92 / Preliminaries / Portraits in Jerseys",The University of Iowa; The Crowley Company,1991/1992,,"Basketball, ca. 1991/92 / Preliminaries / Portraits in Jerseys",Men's Basketball,Men's,Basketball,,1990-2000,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045763384,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,Men's Iowa Hawkeyes Basketball Season,,,,University of Iowa,,,,,,,,,,,,,,,31858045763384,39/2,103-131
"Basketball, ca. 1991/92 / Preliminaries / ’91-’92 Team",The University of Iowa; The Crowley Company,1991/1992,,"Basketball, ca. 1991/92 / Preliminaries / ’91-’92 Team",Men's Basketball,Men's,Basketball,,1990-2000,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045763384,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,Men's Iowa Hawkeyes Basketball Season,,,,University of Iowa,,,,,,,,,,,,,,,31858045763384,39/2,132-146
"Basketball, ca. 1991/92 / CMP Tray # 1 / Ukraine – High Five [1]",The University of Iowa; The Crowley Company,1991/1992,,"Basketball, ca. 1991/92 / CMP Tray # 1 / Ukraine – High Five [1]",Men's Basketball,Men's,Basketball,,1990-2000,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045763384,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,Men's Iowa Hawkeyes Basketball Season,,,,University of Iowa,,,,,,,,,,,,,,,31858045763384,39/2,147-206
"Basketball, ca. 1991/92 / CMP Tray # 1 / Ukraine – High Five [2]",The University of Iowa; The Crowley Company,1991/1992,,"Basketball, ca. 1991/92 / CMP Tray # 1 / Ukraine – High Five [2]",Men's Basketball,Men's,Basketball,,1990-2000,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045763392,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,Men's Iowa Hawkeyes Basketball Season,,,,University of Iowa,,,,,,,,,,,,,,,31858045763392,39/3,001-045
"Basketball, ca. 1991/92 / CMP Tray # 2 / Maryland-Eastern Shore, Nov 23,1991 / Western Illinois, / Nov 26, 1991 / Drake, Dec 3, 1991",The University of Iowa; The Crowley Company,1991-11/1991-12,,"Basketball, ca. 1991/92 / CMP Tray # 2 / Maryland-Eastern Shore, Nov 23,1991 / Western Illinois, / Nov 26, 1991 / Drake, Dec 3, 1991",Men's Basketball,Men's,Basketball,,1990-2000,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045763392,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,Men's Iowa Hawkeyes Basketball Season,,,,University of Iowa,,,,,,,,,,,,,,,31858045763392,39/3,046-173
