Title,Creator,Date Original,Subset(Note),Header,Sport,Gender,Topical Subject,Geographic Subject,Chronological Subject,Source,Type(IMT),Type(DCMITYPE),Type(AAT),Digital Collection,Contributing Institution,Archival Collection,Collection Identifier,Barcode,Rights Management,Contact Information,Sublocation,SportsSeasonURI,SportsEventID,Series,Corporate Name Subject,Date Digital,Latitude,Longitude,Personal name,Collection Guide,Folder,Folder name,Category,Image Height,Image Width,Duration,Digitization Specifications,Image Number,Object File Name,Box Barcode,Case / Tray,Sub-set
Football – ca. 1973 / Football Action / CMP tray [1],The University of Iowa; The Crowley Company,1973,,Football – ca. 1973 / Football Action / CMP tray [1],Football,Men's,Football,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045760315,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1973 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team,1500300002S1973,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045760315,1 / 1,001-128
Football – ca. 1973 / Football Action / CMP tray [2],The University of Iowa; The Crowley Company,1973,,Football – ca. 1973 / Football Action / CMP tray [2],Football,Men's,Football,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045760315,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1973 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team,1500300002S1973,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045760315,1 / 1,129-188
Football – ca. 1973 / Football Action / CMP tray [3],The University of Iowa; The Crowley Company,1973,,Football – ca. 1973 / Football Action / CMP tray [3],Football,Men's,Football,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045760307,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1973 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team,1500300002S1973,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045760307,1 / 2,001-059
Football – ca. 1973 / Football Action / CMP tray [4],The University of Iowa; The Crowley Company,1973,,Football – ca. 1973 / Football Action / CMP tray [4],Football,Men's,Football,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045760307,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1973 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team,1500300002S1973,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045760307,1 / 2,060-119
Football – ca. 1973 / Football Action / CMP tray [5],The University of Iowa; The Crowley Company,1973,,Football – ca. 1973 / Football Action / CMP tray [5],Football,Men's,Football,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045760307,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1973 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team,1500300002S1973,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045760307,1 / 2,120-160
Football – ca. 1973 / Football Action / Laudeber & Staff,The University of Iowa; The Crowley Company,1973,,Football – ca. 1973 / Football Action / Laudeber & Staff,Football,Men's,Football,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045760307,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1973 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1973_Iowa_Hawkeyes_football_team,1500300002S1973,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045760307,1 / 2,161-180
Football – ca. 1975 / Football Action / CMP tray [1],The University of Iowa; The Crowley Company,1975,,Football – ca. 1975 / Football Action / CMP tray [1],Football,Men's,Football,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045760299,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1975 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1975_Iowa_Hawkeyes_football_team,1500300002S1975,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045760299,1 / 3,001-067
Football – ca. 1975 / Football Action ,The University of Iowa; The Crowley Company,1975,,Football – ca. 1975 / Football Action ,Football,Men's,Football,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045760299,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1975 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1975_Iowa_Hawkeyes_football_team,1500300002S1975,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045760299,1 / 3,068-106
Football – ca. 1976 / Football Action / CMP tray [1],The University of Iowa; The Crowley Company,1976,,Football – ca. 1976 / Football Action / CMP tray [1],Football,Men's,Football,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045760299,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1976 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1976_Iowa_Hawkeyes_football_team,1500300002S1976,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045760299,1 / 3,107-177
Football – ca. 1977 / Football Action / CMP tray [1],The University of Iowa; The Crowley Company,1977,,Football – ca. 1977 / Football Action / CMP tray [1],Football,Men's,Football,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045760281,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1977 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1977_Iowa_Hawkeyes_football_team,1500300002S1977,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045760281,1 / 4,001-124
Football – ca. 1977 / Football Action / CMP tray [2] / Extras,The University of Iowa; The Crowley Company,1977,,Football – ca. 1977 / Football Action / CMP tray [2] / Extras,Football,Men's,Football,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045760281,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1977 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1977_Iowa_Hawkeyes_football_team,1500300002S1977,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045760281,1 / 4,125-160
Football – ca. 1978 / Football Action / CMP tray [1],The University of Iowa; The Crowley Company,1978,,Football – ca. 1978 / Football Action / CMP tray [1],Football,Men's,Football,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045760281,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1978 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1978_Iowa_Hawkeyes_football_team,1500300002S1978,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045760281,1 / 4,161-221
Football – ca. 1978 / Football Action / CMP tray [2],The University of Iowa; The Crowley Company,1978,,Football – ca. 1978 / Football Action / CMP tray [2],Football,Men's,Football,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045760273,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1978 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1978_Iowa_Hawkeyes_football_team,1500300002S1978,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045760273,1 / 5,001-087
Football – ca. 1978 / Football Action / CMP tray [3],The University of Iowa; The Crowley Company,1978,,Football – ca. 1978 / Football Action / CMP tray [3],Football,Men's,Football,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045760273,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1978 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1978_Iowa_Hawkeyes_football_team,1500300002S1978,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045760273,1 / 5,088-169
Football – ca. 1978 / Football Action / CMP tray [4],The University of Iowa; The Crowley Company,1978,,Football – ca. 1978 / Football Action / CMP tray [4],Football,Men's,Football,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045760273,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1978 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1978_Iowa_Hawkeyes_football_team,1500300002S1978,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045760273,1 / 5,170-177
Football – ca. 1978 / Football Action / CMP tray [5] / Extras,The University of Iowa; The Crowley Company,1978,,Football – ca. 1978 / Football Action / CMP tray [5] / Extras,Football,Men's,Football,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045760273,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1978 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1978_Iowa_Hawkeyes_football_team,1500300002S1978,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045760273,1 / 5,178-192
"Football – ca. 1979 / Football Action / Indiana / Sep. 8, 1979",The University of Iowa; The Crowley Company,1979-09-08,,"Football – ca. 1979 / Football Action / Indiana / Sep. 8, 1979",Football,Men's,Football,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045747361,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1979 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1979_Iowa_Hawkeyes_football_team,1500300002S1979G1,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045747361,1 / 6,001-020
"Football – ca. 1979 / Football Action / Nebraska / Sep. 22, 1979",The University of Iowa; The Crowley Company,1979-09-22,,"Football – ca. 1979 / Football Action / Nebraska / Sep. 22, 1979",Football,Men's,Football,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045747361,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1979 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1979_Iowa_Hawkeyes_football_team,1500300002S1979G3,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045747361,1 / 6,021-024
"Football – ca. 1979 / Football Action / Iowa State / Sep 29, 1979",The University of Iowa; The Crowley Company,1979-09-29,,"Football – ca. 1979 / Football Action / Iowa State / Sep 29, 1979",Football,Men's,Football,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045747361,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1979 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1979_Iowa_Hawkeyes_football_team,1500300002S1979G4,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045747361,1 / 6,025-109
"Football – ca. 1979 / Football Action / Illinois / Oct 6, 1979",The University of Iowa; The Crowley Company,1979-10-06,,"Football – ca. 1979 / Football Action / Illinois / Oct 6, 1979",Football,Men's,Football,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045747361,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1979 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1979_Iowa_Hawkeyes_football_team,1500300002S1979G5,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045747361,1 / 6,110-142
"Football – ca. 1979 / Football Action / Northwestern / Oct 13, 1979",The University of Iowa; The Crowley Company,1979-10-13,,"Football – ca. 1979 / Football Action / Northwestern / Oct 13, 1979",Football,Men's,Football,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045747361,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1979 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1979_Iowa_Hawkeyes_football_team,1500300002S1979G6,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045747361,1 / 6,143-191
"Football – ca. 1979 / Football Action / Wisconsin / Oct. 27, 1979 [1]",The University of Iowa; The Crowley Company,1979-10-27,,"Football – ca. 1979 / Football Action / Wisconsin / Oct. 27, 1979 [1]",Football,Men's,Football,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045747361,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1979 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1979_Iowa_Hawkeyes_football_team,1500300002S1979G8,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045747361,1 / 6,192-210
"Football – ca. 1979 / Football Action / Wisconsin / Oct. 27, 1979 [2]",The University of Iowa; The Crowley Company,1979-10-27,,"Football – ca. 1979 / Football Action / Wisconsin / Oct. 27, 1979 [2]",Football,Men's,Football,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045747346,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1979 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1979_Iowa_Hawkeyes_football_team,1500300002S1979G8,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045747346,2 / 1,001-014
"Football – ca. 1979 / Football Action / Purdue / Nov. 3, 1979",The University of Iowa; The Crowley Company,1979-11-03,,"Football – ca. 1979 / Football Action / Purdue / Nov. 3, 1979",Football,Men's,Football,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045747346,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1979 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1979_Iowa_Hawkeyes_football_team,1500300002S1979G9,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045747346,2 / 1,015-037
"Football – ca. 1979 / Football Action / Ohio State / Nov. 10, 1979",The University of Iowa; The Crowley Company,1979-11-10,,"Football – ca. 1979 / Football Action / Ohio State / Nov. 10, 1979",Football,Men's,Football,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045747346,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1979 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1979_Iowa_Hawkeyes_football_team,1500300002S1979G10,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045747346,2 / 1,038-080
Football – ca. 1979 / Football Action / Game unknown,The University of Iowa; The Crowley Company,1979,,Football – ca. 1979 / Football Action / Game unknown,Football,Men's,Football,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045747346,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1979 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1979_Iowa_Hawkeyes_football_team,1500300002S1979,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045747346,2 / 1,081-140
"Football – ca. 1979 / Football Action / Cheerleaders, Highlanders",The University of Iowa; The Crowley Company,1979,,"Football – ca. 1979 / Football Action / Cheerleaders, Highlanders",Football,Men's,Football; Cheerleading,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045747346,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1979 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1979_Iowa_Hawkeyes_football_team,1500300002S1979,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045747346,2 / 1,141-146
Football – ca. 1979 / Football Action / Attendees,The University of Iowa; The Crowley Company,1979,,Football – ca. 1979 / Football Action / Attendees,Football,Men's,Football,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045747346,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1979 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1979_Iowa_Hawkeyes_football_team,1500300002S1979,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045747346,2 / 1,147-195
Football – ca. 1979 / Spring Practice,The University of Iowa; The Crowley Company,1979,,Football – ca. 1979 / Spring Practice,Football,Men's,Football,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045760265,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1979 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1979_Iowa_Hawkeyes_football_team,1500300002S1979,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045760265,2 / 2,001-027
Football – ca. 1979 / Football Action / CMP tray [1],The University of Iowa; The Crowley Company,1979,,Football – ca. 1979 / Football Action / CMP tray [1],Football,Men's,Football,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045760265,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1979 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1979_Iowa_Hawkeyes_football_team,1500300002S1979,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045760265,2 / 2,028-153
Football – ca. 1979 / Football Action / CMP tray [2],The University of Iowa; The Crowley Company,1979,,Football – ca. 1979 / Football Action / CMP tray [2],Football,Men's,Football,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045760265,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1979 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1979_Iowa_Hawkeyes_football_team,1500300002S1979,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045760265,2 / 2,154-175
Football – ca. 1979 / Football Action / CMP tray [3],The University of Iowa; The Crowley Company,1979,,Football – ca. 1979 / Football Action / CMP tray [3],Football,Men's,Football,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045760265,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1979 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1979_Iowa_Hawkeyes_football_team,1500300002S1979,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045760265,2 / 2,176-198
Football – ca. 1979 / Football Action / CMP tray [4],The University of Iowa; The Crowley Company,1979,,Football – ca. 1979 / Football Action / CMP tray [4],Football,Men's,Football,,1970-1980,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045760257,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,1979 Iowa Hawkeyes Football Season,http://dbpedia.org/resource/1979_Iowa_Hawkeyes_football_team,1500300002S1979,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045760257,2 / 3,001-084
Football – ca. 1970’s and 1980’s / Hist. FB Players / CMP tray [1],The University of Iowa; The Crowley Company,1970/1989,,Football – ca. 1970’s and 1980’s / Hist. FB Players / CMP tray [1],Football,Men's,Football,,1970-1980; 1980-1990,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045760257,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,,,1500300002S1970-1989,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045760257,2 / 3,085-198
Football – ca. 1970’s and 1980’s / Hist. FB Players / CMP tray [2],The University of Iowa; The Crowley Company,1970/1989,,Football – ca. 1970’s and 1980’s / Hist. FB Players / CMP tray [2],Football,Men's,Football,,1970-1980; 1980-1990,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045760380,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,,,1500300002S1970-1989,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045760380,2 / 4,001-020
Football – ca. 1970’s and 1980’s / Marching Band / CMP tray [1],The University of Iowa; The Crowley Company,1970/1989,,Football – ca. 1970’s and 1980’s / Marching Band / CMP tray [1],Football,Men's,Football; Marching bands,,1970-1980; 1980-1990,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045760380,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,,http://dbpedia.org/resource/page/Hawkeye_Marching_Band,1500300002S1970-1989,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045760380,2 / 4,021-162
Football – ca. 1970’s and 1980’s / Marching Band / CMP tray [2],The University of Iowa; The Crowley Company,1970/1989,,Football – ca. 1970’s and 1980’s / Marching Band / CMP tray [2],Football,Men's,Football; Marching bands,,1970-1980; 1980-1990,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045760380,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,,http://dbpedia.org/resource/page/Hawkeye_Marching_Band,1500300002S1970-1989,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045760380,2 / 4,163-196
Football – ca. 1970’s and 1980’s / Marching Band / CMP tray [3],The University of Iowa; The Crowley Company,1970/1989,,Football – ca. 1970’s and 1980’s / Marching Band / CMP tray [3],Football,Men's,Football; Marching bands,,1970-1980; 1980-1990,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045760372,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,,http://dbpedia.org/resource/page/Hawkeye_Marching_Band,1500300002S1970-1989,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045760372,2 / 5,001-074
Football – ca. 1970’s and 1980’s / Marching Band / CMP tray [4],The University of Iowa; The Crowley Company,1970/1989,,Football – ca. 1970’s and 1980’s / Marching Band / CMP tray [4],Football,Men's,Football; Marching bands,,1970-1980; 1980-1990,Color slides,image/tiff,Still image,Photographs,Hawkeyes Athletic Slides,University of Iowa. Libraries. University Archives,Center for Media Production Photographic Service Slide Collection,RG30_0002_009,31858045760372,Copyright © The University of Iowa 2015.  All rights reserved.,Contact the University Archives at the University of Iowa: http://www.lib.uiowa.edu/sc/contact/,,http://dbpedia.org/resource/page/Hawkeye_Marching_Band,1500300002S1970-1989,,University of Iowa,2015-12-09,,,,,,,,,,,,,,31858045760372,2 / 5,075-203
